168885,A1
168775,A2
112000,A3
97000,A4
97000,A5
73000,A6
71000,A7
49000,A8
100,A9
100,A10
100,A11
100,A12
100,A13
100,A14
100,A15
100,A16
100,A17
100,A18
100,A19
100,A20
100,A21
100,A22
100,A23
100,A24
100,A25
100,A26
100,A27
100,A28
100,A29
100,A30
100,A31
100,A32
100,A33
100,A34
100,A35
100,A36
100,A37
100,A38
100,A39
100,A40
100,A41
100,A42
100,A43
100,A44
100,A45
100,A46
100,A47
100,A48
100,A49
100,A50
100,A51
100,A52
100,A53
100,A54
100,A55
100,A56
100,A57
100,A58
100,A59
100,A60
100,A61
100,A62
100,A63
100,A64
100,A65
100,A66
100,A67
100,A68
100,A69
100,A70
100,A71
100,A72
100,A73
100,A74
100,A75
100,A76
100,A77
100,A78
100,A79
100,A80
100,A81
100,A82
100,A83
100,A84
100,A85
100,A86
100,A87
100,A88
100,A89
100,A90
100,A91
100,A92
100,A93
100,A94
100,A95
100,A96
100,A97
100,A98
100,A99
100,A100
100,A101
100,A102
100,A103
100,A104
100,A105
100,A106
100,A107
100,A108
100,A109
100,A110
100,A111
100,A112
100,A113
100,A114
100,A115
100,A116
100,A117
100,A118
100,A119
100,A120
100,A121
100,A122
100,A123
100,A124
100,A125
100,A126
100,A127
100,A128
100,A129
100,A130
100,A131
100,A132
100,A133
100,A134
100,A135
100,A136
100,A137
100,A138
100,A139
100,A140
100,A141
100,A142
100,A143
100,A144
100,A145
100,A146
100,A147
100,A148
100,A149
100,A150
100,A151
100,A152
100,A153
100,A154
100,A155
100,A156
100,A157
100,A158
100,A159
100,A160
100,A161
100,A162
100,A163
100,A164
100,A165
100,A166
100,A167
100,A168
100,A169
100,A170
100,A171
100,A172
100,A173
100,A174
100,A175
100,A176
100,A177
100,A178
100,A179
100,A180
100,A181
100,A182
100,A183
100,A184
100,A185
100,A186
100,A187
100,A188
100,A189
100,A190
100,A191
100,A192
100,A193
100,A194
100,A195
100,A196
100,A197
100,A198
100,A199
100,A200
100,A201
100,A202
100,A203
100,A204
100,A205
100,A206
100,A207
100,A208
100,A209
100,A210
100,A211
100,A212
100,A213
100,A214
100,A215
100,A216
100,A217
100,A218
100,A219
100,A220
100,A221
100,A222
100,A223
100,A224
100,A225
100,A226
100,A227
100,A228
100,A229
100,A230
100,A231
100,A232
100,A233
100,A234
100,A235
100,A236
100,A237
100,A238
100,A239
100,A240
100,A241
100,A242
100,A243
100,A244
100,A245
100,A246
100,A247
100,A248
100,A249
100,A250
100,A251
100,A252
100,A253
100,A254
100,A255
100,A256
100,A257
100,A258
100,A259
100,A260
100,A261
100,A262
100,A263
100,A264
100,A265
100,A266
100,A267
100,A268
100,A269
100,A270
100,A271
100,A272
100,A273
100,A274
100,A275
100,A276
100,A277
100,A278
100,A279
100,A280
100,A281
100,A282
100,A283
100,A284
100,A285
100,A286
100,A287
100,A288
100,A289
100,A290
100,A291
100,A292
100,A293
100,A294
100,A295
100,A296
100,A297
100,A298
100,A299
100,A300
100,A301
100,A302
100,A303
100,A304
100,A305
100,A306
100,A307
100,A308
100,A309
100,A310
100,A311
100,A312
100,A313
100,A314
100,A315
100,A316
100,A317
100,A318
100,A319
100,A320
100,A321
100,A322
100,A323
100,A324
100,A325
100,A326
100,A327
100,A328
100,A329
100,A330
100,A331
100,A332
100,A333
100,A334
100,A335
100,A336
100,A337
100,A338
100,A339
100,A340
100,A341
100,A342
100,A343
100,A344
100,A345
100,A346
100,A347
100,A348
100,A349
100,A350
100,A351
100,A352
100,A353
100,A354
100,A355
100,A356
100,A357
100,A358
100,A359
100,A360
100,A361
100,A362
100,A363
100,A364
100,A365
100,A366
100,A367
100,A368
100,A369
100,A370
100,A371
100,A372
100,A373
100,A374
100,A375
100,A376
100,A377
100,A378
100,A379
100,A380
100,A381
100,A382
100,A383
100,A384
100,A385
100,A386
100,A387
100,A388
100,A389
100,A390
100,A391
100,A392
100,A393
100,A394
100,A395
100,A396
100,A397
100,A398
100,A399
100,A400
100,A401
100,A402
100,A403
100,A404
100,A405
100,A406
100,A407
100,A408
100,A409
100,A410
100,A411
100,A412
100,A413
100,A414
100,A415
100,A416
100,A417
100,A418
100,A419
100,A420
100,A421
100,A422
100,A423
100,A424
100,A425
100,A426
100,A427
100,A428
100,A429
100,A430
100,A431
100,A432
100,A433
100,A434
100,A435
100,A436
100,A437
100,A438
100,A439
100,A440
100,A441
100,A442
100,A443
100,A444
100,A445
100,A446
100,A447
100,A448
100,A449
100,A450
100,A451
100,A452
100,A453
100,A454
100,A455
100,A456
100,A457
100,A458
100,A459
100,A460
100,A461
100,A462
100,A463
100,A464
100,A465
100,A466
100,A467
100,A468
100,A469
100,A470
100,A471
100,A472
100,A473
100,A474
100,A475
100,A476
100,A477
100,A478
100,A479
100,A480
100,A481
100,A482
100,A483
100,A484
100,A485
100,A486
100,A487
100,A488
100,A489
100,A490
100,A491
100,A492
100,A493
100,A494
100,A495
100,A496
100,A497
100,A498
100,A499
100,A500
100,A501
100,A502
100,A503
100,A504
100,A505
100,A506
100,A507
100,A508
100,A509
100,A510
100,A511
100,A512
100,A513
100,A514
100,A515
100,A516
100,A517
100,A518
100,A519
100,A520
100,A521
100,A522
100,A523
100,A524
100,A525
100,A526
100,A527
100,A528
100,A529
100,A530
100,A531
100,A532
100,A533
100,A534
100,A535
100,A536
100,A537
100,A538
100,A539
100,A540
100,A541
100,A542
100,A543
100,A544
100,A545
100,A546
100,A547
100,A548
100,A549
100,A550
100,A551
100,A552
100,A553
100,A554
100,A555
100,A556
100,A557
100,A558
100,A559
100,A560
100,A561
100,A562
100,A563
100,A564
100,A565
100,A566
100,A567
100,A568
100,A569
100,A570
100,A571
100,A572
100,A573
100,A574
100,A575
100,A576
100,A577
100,A578
100,A579
100,A580
100,A581
100,A582
100,A583
100,A584
100,A585
100,A586
100,A587
100,A588
100,A589
100,A590
100,A591
100,A592
100,A593
100,A594
100,A595
100,A596
100,A597
100,A598
100,A599
100,A600
100,A601
100,A602
100,A603
100,A604
100,A605
100,A606
100,A607
100,A608
100,A609
100,A610
100,A611
100,A612
100,A613
100,A614
100,A615
100,A616
100,A617
100,A618
100,A619
100,A620
100,A621
100,A622
100,A623
100,A624
100,A625
100,A626
100,A627
100,A628
100,A629
100,A630
100,A631
100,A632
100,A633
100,A634
100,A635
100,A636
100,A637
100,A638
100,A639
100,A640
100,A641
100,A642
100,A643
100,A644
100,A645
100,A646
100,A647
100,A648
100,A649
100,A650
100,A651
100,A652
100,A653
100,A654
100,A655
100,A656
100,A657
100,A658
100,A659
100,A660
100,A661
100,A662
100,A663
100,A664
100,A665
100,A666
100,A667
100,A668
100,A669
100,A670
100,A671
100,A672
100,A673
100,A674
100,A675
100,A676
100,A677
100,A678
100,A679
100,A680
100,A681
100,A682
100,A683
100,A684
100,A685
100,A686
100,A687
100,A688
100,A689
100,A690
100,A691
100,A692
100,A693
100,A694
100,A695
100,A696
100,A697
100,A698
100,A699
100,A700
100,A701
100,A702
100,A703
100,A704
100,A705
100,A706
100,A707
100,A708
100,A709
100,A710
100,A711
100,A712
100,A713
100,A714
100,A715
100,A716
100,A717
100,A718
100,A719
100,A720
100,A721
100,A722
100,A723
100,A724
100,A725
100,A726
100,A727
100,A728
100,A729
100,A730
100,A731
100,A732
100,A733
100,A734
100,A735
100,A736
100,A737
100,A738
100,A739
100,A740
100,A741
100,A742
100,A743
100,A744
100,A745
100,A746
100,A747
100,A748
100,A749
100,A750
100,A751
100,A752
100,A753
100,A754
100,A755
100,A756
100,A757
100,A758
100,A759
100,A760
100,A761
100,A762
100,A763
100,A764
100,A765
100,A766
100,A767
100,A768
100,A769
100,A770
100,A771
100,A772
100,A773
100,A774
100,A775
100,A776
100,A777
100,A778
100,A779
100,A780
100,A781
100,A782
100,A783
100,A784
100,A785
100,A786
100,A787
100,A788
100,A789
100,A790
100,A791
100,A792
100,A793
100,A794
100,A795
100,A796
100,A797
100,A798
100,A799
100,A800
100,A801
100,A802
100,A803
100,A804
100,A805
100,A806
100,A807
100,A808
100,A809
100,A810
100,A811
100,A812
100,A813
100,A814
100,A815
100,A816
100,A817
100,A818
100,A819
100,A820
100,A821
100,A822
100,A823
100,A824
100,A825
100,A826
100,A827
100,A828
100,A829
100,A830
100,A831
100,A832
100,A833
100,A834
100,A835
100,A836
100,A837
100,A838
100,A839
100,A840
100,A841
100,A842
100,A843
100,A844
100,A845
100,A846
100,A847
100,A848
100,A849
100,A850
100,A851
100,A852
100,A853
100,A854
100,A855
100,A856
100,A857
100,A858
100,A859
100,A860
100,A861
100,A862
100,A863
100,A864
100,A865
100,A866
100,A867
100,A868
100,A869
100,A870
100,A871
100,A872
100,A873
100,A874
100,A875
100,A876
100,A877
100,A878
100,A879
100,A880
100,A881
100,A882
100,A883
100,A884
100,A885
100,A886
100,A887
100,A888
100,A889
100,A890
100,A891
100,A892
100,A893
100,A894
100,A895
100,A896
100,A897
100,A898
100,A899
100,A900
100,A901
100,A902
100,A903
100,A904
100,A905
100,A906
100,A907
100,A908
100,A909
100,A910
100,A911
100,A912
100,A913
100,A914
100,A915
100,A916
100,A917
100,A918
100,A919
100,A920
100,A921
100,A922
100,A923
100,A924
100,A925
100,A926
100,A927
100,A928
100,A929
100,A930
100,A931
100,A932
100,A933
100,A934
100,A935
100,A936
100,A937
100,A938
100,A939
100,A940
100,A941
100,A942
100,A943
100,A944
100,A945
100,A946
100,A947
100,A948
100,A949
100,A950
100,A951
100,A952
100,A953
100,A954
100,A955
100,A956
100,A957
100,A958
100,A959
100,A960
100,A961
100,A962
100,A963
100,A964
100,A965
100,A966
100,A967
100,A968
100,A969
100,A970
100,A971
100,A972
100,A973
100,A974
100,A975
100,A976
100,A977
100,A978
100,A979
100,A980
100,A981
100,A982
100,A983
100,A984
100,A985
100,A986
100,A987
100,A988
100,A989
100,A990
100,A991
100,A992
100,A993
100,A994
100,A995
100,A996
100,A997
100,A998
100,A999
100,A1000
100,A1001
100,A1002
100,A1003
100,A1004
100,A1005
